text,labels
ngày xưa tự dưng mình được tận 8 75 ư cười,"[0, 13]"
1 năm không biết bao nhiêu lần x quang buồn,"[20, 21]"
tao cũng sắp bị đuổi ra khỏi nhà roi,"[16, 17, 20]"
thương con quá xin chúa chúc lành cho bé được bình phục khỏe lại sống vui vẻ hạnh phúc bên ba mẹ thư nè thương lắm,"[3, 4, 6, 21]"
không ngờ ông này 30t trẻ quá anh zuy oiii,"[13, 8]"
may mà có chứ mới biết được nửa là nó dang la hét cái gì chứ không lại tưởng nó cúng khẩn nữa chứ,[10]
nhiều kỷ niệm đẹp giờ nhìn mấy đứa nhóc đi học mà muốn quay về quá khứ,[21]
ngại lắm,"[17, 19]"
bà xinh thật sự yêu thương,[2]
thêm cứ khoe đi mai lại chặt hết như nguyễn trãi mà,"[0, 17]"
tự tin và vượt qua sự rụt rè bằng cách tập trung vào ước mơ và mục tiêu cá nhân cũng là một cách,"[5, 7]"
cam mà vắt thế chỉ có đắng nhé thôi đồ ngu,[25]
tự bỏ tiền ra trồng tự cạo mủ cho chắc củ,[27]
em đang buồn và em chọn xem vlog của chị và em nghĩ là em nghe được điều em cần nghe rồi cảm ơn chị,"[21, 9, 10]"
huu tinh tran mình thấy bảo là xích mích về tình cảm á trước cũng có chia tay rồi quay lại mấy lần rồi bạn nam này cũng có tác động vl bạn này mấy lần rồi á tới khách sạn thủ dao theo thì chắc là cũng có tính toán từ trước rồi á,"[23, 25]"
chưa quốc gia nào tôn trọng quốc kỳ và quốc công an như việt nam,"[8, 7]"
ăn bánh mì trên lớp bỏ khẩu trang ngại lắm với mấy đứa thân còn đỡ hơn tí buồn,[19]
người vô tâm vôcam sống với ai cũng không có hậu cháu trai biết sớm là được rồi,[20]
best gái ngành hôm nay đắt hàng,[2]
bản thân mình không tôn trọng mình thì không ai tôn trọng,"[18, 21]"
per nhìn mặt cưng ghê,"[0, 3, 2, 1]"
quá nhiều sư nghỉ quá nhiều nỗi lo và quá nhiều rủ ro,"[21, 10]"
nhìn ghiền yêu thương,"[2, 3, 4]"
per trước cái thời ở trọ nè anh,[27]
trước kia tui cũng lụy 1 em sinh viên trải wua 5 năm đau khổ giờ trưởng thành rùi thì chả phải lụy con nào thích thì đến không thích thì ra đi nhẹ nhàng,"[10, 12]"
phim hay dã man diễn viên chính đẹp trai xem đi xem lại không chán,[2]
chuẩn bị đón chờ mùa nhiệt miệng lưỡi vậy,[0]
cho mình địa chỉ mình gởi chị rất nhiều đồ đẹp và sẽ gởi thường xuyên cho chị thương chị,"[3, 6]"
thế là hết những gì đẹp nhất của nước pháp sao không phun nước cứ để cháy rần rật nhỉ,"[20, 25]"
video này là để động viên mấy đứa chán đời và cuộc sống này rất nhạt anh cười,"[0, 5, 6, 1]"
mỉa mai cực mạnh cười,[2]
chúc chú nhiều sức khỏe yêu thương,"[3, 6]"
việt nam thật tuyệt,"[3, 7]"
may quá chưa ăn chuỗi này bao giờ,[10]
quản lâm vũ nhả vía hxom cực yên tĩnh biết điều,[2]
ngọc phương phía dưới bình luận của trang đó,[27]
thân rồi mới cảm thấy vui,"[2, 10]"
mới hôm qua cạo lông mà hôm nay lại dài thế cơ à,[13]
mandy nguyễn gì thay ge qt,"[16, 23]"
xem cái này mới biết vốn tiếng anh của mình cũng khá,[13]
nghe mà nhột,[19]
eo hiểu người ta đỗ lòng đường vỉa hè thì rộng chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu có thế cũng đưa lên không ai bênh cái này đâu ích kỉ nó vừa thôi,[24]
hòi nhỏ nhà ngoại bị rượt muốn chết sợ tới giờ buồn buồn,[16]
trường bino vợ anh đã xem và không nói gì,"[17, 20, 15]"
đàn chim này sẽ được bán đi để làm thịt nên các thầy mua lại để phóng sinh ở mỗi góc độ ý nghĩa lại khác nhau,"[21, 26, 6]"
cà phê king là của chị thảo hả uống dở hơn nước đái mèo nữa thấy gơm,[23]
hoàng thu trang 2 thằng đó sai không ai bênh chỉ nói đến việc dùng bạo lực thôi bạn mà cho dù đánh cũng không sao nhưng mà đánh kiểu côn đồ vậy hỏi sao mọi người không bức xúc,[25]
được như trời tây cũng phước trồng hổ vẽ mèo thôi tiếc lẽ ra có thể được ngang tầm maldives,"[20, 21, 26]"
mình khổng có phần tin tức thôi ấy,[27]
năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi,[27]
số tiền ấy làm phước cho bao nhiêu người đúng la dư thừa,[23]
thính hơn chó động 1 tí là kêu inh ỏi điếc cả tai đuổi thì đuổi dai chán,[24]
per cố gắng lên nha anh mọi điều tốt đep đang chờ anh,"[5, 6, 1]"
phan văn khang you are toxic uuu,"[24, 23]"
quả này lại là nhà dột từ nóc rồi,"[20, 21]"
maii ban thanh nhung nhớ cái này không hic buồn buồn buồn buồn buồn,"[21, 22]"
đáng yêu vậy,"[2, 3]"
an ánh nhìn anh giống y hệt cậu bé này,"[13, 15]"
hy vọng mọi điều tốt đẹp sẽ tới,[2]
con gái chả thế vui con trai đi dume mày có nhận hàng không,[2]
vô cùng biết ơn đội ngũ bác sĩ,[9]
quan trọng là đỉnh,"[11, 1]"
đi chơi còn bỏ quên cả não ấy,"[0, 25]"
đã đi 1 lần vào năm ngoái và chắc là sẽ không có chuyến quay trở lại,"[20, 21]"
yêu thương,"[3, 1]"
gọi phường cẩu đi thôi,[24]
lu ơi trốn đi,[17]
mấy con gà bị lừa mà đéo biết,[27]
tại ngại với không biết nói gì mà biết 1 cái he nói tới ngày mai chưa hết,[0]
mưa thì dột tè le nửa kìa,"[25, 27]"
bọn nó nhỏ mà đã có người yêu còn tao thì ế buồn,"[20, 21]"
đáng lẽ bệnh của tao đã không nặng đến thế,"[18, 20, 21]"
thanks chú ạ dạo này quá stresss,"[9, 17]"
per 2ce thì có thể làm được ly mà làm như vầy thì,[27]
nam mô anh di đà phật cầu xin cầu xin cầu xin,"[9, 10]"
mong mấy anh công an đừng có nhẹ tay quá masa 2 ảnh mạnh tay hết sức em cảm ơn,"[4, 24, 9]"
tôi tự ti vì cảm thấy bản thân ngu dốt luôn luôn bị chậm ý vui vẻ,"[19, 21]"
đây là cảnh dọn dẹp trong bar hay trong hotel vậy,"[14, 15]"
cứ thấy cute cưng cưng sao á có ai thấy giống per như tao không,[2]
có chút nhan sắc thì cuộc sống sẽ tốt hơn 1 chút,[5]
vì ai cũng có mối quan tâm riêng,[27]
máy bay mua thì dễ quan trọng là người,[6]
moá hồi hợp chờ main thắng ai dè thua bởi cái mông buồn,"[20, 21, 1]"
trần thao hở ra chỗ nào,"[14, 25]"
không gì bằng tình anh em máu mủ tình thân em tuy nhỏ tuổi nhưng ý chí và nghị lực của em không nhỏ tí nào chúc em thật nhiều sức khỏe niềm vui may mắn thành công và hạnh phúc trong cuộc sống,"[3, 6, 5]"
nhà nào cũng còn dư nhiều quần áo lắm wyen góp đi em,"[11, 6]"
lêu lêu mày vui đồ con chó không có mẹ ẳm vui,[23]
per bất hạnh thật tao với mày mua bánh ăn chung đi cóc cần gấu,[24]
hay lắm em êiiii,[2]
ngày xưa mẹ tao dạy ở miền núi năm tao học lớp 3 lần đầu tiên lên trường với mẹ đaumoa mấy con ngỗng mất dạy rượt tao leo lên cây phượng cao chót vót cả tiếng không dám xuống,[16]
dừa cái bụng tôi lắm,[25]
chịu,[27]
trời ơi cái đoạn này em khóc tu tu luôn trong khoảnh khắc rời xa một ai đó mãi mãi cơn đau thấu ngực trái buồn,[21]
mặt nhỏ dễ thương vãi cười,"[0, 3]"
cường seven anh đó cản trở công an làm việc là sai nhưng anh đó không phải người chăn dắt á bạn nhiều người nói anh đó là người chăn dắt trẻ không à,"[15, 26, 25]"
bà ơi tui ngủ được 4 tiếng tui tỉnh cái tui quất giấc tiếp theo tới trưa suýt muộn học buổi chiều may mà bố gọi mãi vẫn dậy được translatelike1reply1repostshare,"[0, 10]"
thiết kế vậy tiện nào hư của xe thì lấy của quạt gắn vào đỡ mất tiền thay,"[11, 12, 0]"
có quá nhiều tiếc nuối nên chả biết giá như từ đâu,[18]
nangoc84 hay quá anh ơi vào tường anh toàn bài viết chất lượng không à vui,"[8, 11]"
đang hóng ngày đền tội của tụi mày quá ác độc tức giận,"[23, 24]"
thương con quá cố lên con nhé,"[3, 6]"
như trung cổ,[27]
lệ lệ cứ bắt đặt tên người yêu cũ mới chịu,[0]
có mưa cảm giác như được sống lại vui,[2]
công nhận đấy xem từ đầu tới đúng cái tập trước tập glenn đứt sau khi đọc review biết tin không dám xem tiếp nữa bỏ luôn,"[20, 21, 22]"
vào sài gòn 50k không cũng mua 100k không cũng mua ha ha,"[0, 1]"
thiện tai thiện tai các cụ đừng phóng xinh nữa nhé để tiền mua chim cho mọi người nghèo ý mấy năm nay các cụ phóng xinh nhiều quá lên sắp hết chim rồi,[25]
đấy chỉ có sale như tao mới tốt thôi tao không bao giờ hỏi về nỗi đau của khách hàng x,[2]
con nai vàng ngơ ngác buồn,"[0, 14]"
hỏi nhiều nó lại cho vào đối tượng truy nã,[27]
yến yến thật ra thì cũng biết là thế nhưng vì sĩ diện nên không nhận thôi,"[0, 19]"
vũ tuấn anh đúng không bạn có suy nghĩ giống mình vậy làng mình nhà nào chật vẫn bắc rạp ra đường suốt còn không thì mượn sân nhà hàng xóm làm đám chả ai nói gì còn giúp đỡ nhau nhiệt tình tiền điện mà kéo nhờ cũng chả lấy bao giờ còn để đến cơ sự kiểu này thì vấn đề này chỉ người trong cuộc mới biết được không ai tự dưng sẵn sàng mất tiền để phá đám vậy,"[2, 8, 11]"
không thể tin nổi vì sự tàn ác của họ,"[23, 24]"
tinh trùng của người ngoài hành tinh thật đáng sợ,[16]
tâm phải bất dính giữa dòng đời vạn thính,[12]
bắt cóc như chơi đó mậy be careful,"[16, 17]"
tôi không cô đơn vì tôi có bản thân mình vui,"[2, 7]"
đã hối hận vì tài xỉu quá tôi,[18]
em còn chưa được xem đoạn video đó,"[0, 14]"
đâu ra hai chú cháu dễ thương quá vậy nè yêu thương yêu thương yêu thương,"[2, 3, 8]"
sau khi xem ảnh này xong tôi quyết định mua honda vậy,[2]
nhớ lại thời đi học xa nhà bếp dầu buồn,[21]
hien2021 tuổi trẻ sợ mất tình yêu trưởng thành sợ mất việc làm hy vọng tìm được người hiểu mình duyên nợ quyết định trưởng thành sự lựa chọn đôi khi là gánh nặng đôi khi sợ yếu đuối không thể khóc nỗi sợ thay đổi trải qua nhưng bản thân trưởng,"[12, 16]"
sao giống tôi thế nhỉ càng lớn càng có biểu hiện giống vầy đều nhờ có thiền,[12]
myru brett nguyen no cũng chết mà yes cung toi,[24]
nguyễn hạnh quá sợ,[16]
giải thưởng này lên trao cho người xứng đáng người nguuu nhất nhà vệ sinh nguuu nhất euro nó mới chuẩn,"[24, 8, 25]"
được của anh chị này ở đâu vậy ạ,[14]
thích nấu lúc nào cũng được,[27]
mình toàn làm ba mẹ buồn,[21]
quan trọng là đồng nghiệp tốt và sếp,"[6, 11]"
xin cách cai thuốc lá thầy ơi buồn,[4]
nhìn như imbramovic,[0]
khổ thân con mèo buồn,[21]
dume nhát ma vậy ai coi,[23]
waooooo hợp lí ghe,"[11, 1]"
tôi buồn yền bị lotte lạc long quân phát hiện đi ăn lotte hàng than cười,[0]
năm 2019 một bé trai 6 tuổi ở hà nội cũng bị bỏ quên dẫn đến tivi năm nay lại vụ này 5 tuổi thật là vô trách nhiệm,"[20, 24, 22]"
biết đâu mưa xuống ổng ấy lại hết ngáo,[27]
bố mình là một người tiêu cực mỗi khi mà mình quyết tâm làm một cái gì đó bố mình luôn là người khiến mình phải phân vân lo lắng rằng mình sẽ chẳng thể làm được nghi ngờ về giá trị con người mình và cảm thấy mình thật vô dụng có những lời khuyên của chị giang giúp mình có thể vượt qua yêu chị yêu thương,"[21, 20, 3, 18]"
ăn bớt của trẻ vậy mà bị khiển trách thì lần sau còn làm tiếp và mạnh hơn nữa đúng lả luật của việt nam không có chức quyền ăn trộm ổ bánh mì phải đi tù còn có chức ăn 150trieu thì bị khiển trách thôi,[24]
các bạn thấy tinh thần yêu nước của việt nam chúng tôi chưa,[7]
ngày bé tao bị nó dí thế là tao cho nó 1 gậy hôm đó tao được ăn thịt ngỗng,"[0, 7]"
năm sau nữa quyết định nằm cho đỡ đau lưng vui vui,"[0, 5, 2]"
hỏi sao bác sĩ hay bị người nhà bệnh nhân chém vui,[14]
vụ ở lào 4 10 vụ này ở việt nam 6 11 may mắn hơn lào là 2 phi công việt nam vẫn còn sống ps bangladesh 5 9 lào 4 10 việt nam 6 11 con số 4 5 6,"[20, 22]"
em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ,[27]
một cái tết nhiều tiền,[2]
chỉ cần 1 của 16 tỷ giúp những hoàn cảnh ntn có chút vốn mua con bò con vịt về nuôi đảm bảo ý nghĩa gấp nhiều lần việc giúp 1 người nhiều tiền quá họ lại hoang phí việc không đâu,"[4, 6, 5]"
phương thảo chúng tôi đánh giá cao tính thần đóng góp của chị,"[0, 2]"
per đáng sợ quá,[16]
trang nguyen nay đi mua đệm chứ c,"[14, 27]"
khi bạn đặt quá nhiều niềm tin vào người khác,[27]
sau này có nhắn tin thì không phải là chào em mà là chào mọi người,"[25, 20]"
má gần nhà có nuôi 1 cặp ngày nào đi ngang nó nhìn thấy nó quay đầu bỏ chạy con gì mà dữ thấy mẹ hà,"[16, 25, 17]"
low tech chuổn glenn hẹo là coi như hết film vui,"[0, 11, 21, 20]"
ngay bây giờ chỉ cần anh thật lòng với tôi là được vui,"[3, 4]"
hay quá anh biết ơn những gì anh đã chia sẻ ạ,"[11, 9]"
cái thứ bán hàng đéo có tâm rồi mày sẽ ế bánh cho mà xem,"[24, 25]"
thế thì bắt con phụ nữ chứ bắt gì thằng đâm con đấy mới là nguồn của vụ án,"[24, 26]"
cuộc đời luôn cho ta nhiều bất ngờ,"[0, 13]"
đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có vui,"[11, 10]"
tránh xa nó ra nó ngáo đó 8h sáng mà nó đòi đi ngủ là hiểu rồi,[23]
xem không dưới 3 lần chia sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem lại buồn,"[21, 20]"
ác quá thể hiện tại sao rồi bà bị bắt chưa,"[24, 25]"
cafe nguyên chất,"[0, 27]"
thương cháu quá,"[6, 21, 3]"
là quốc gia xếp thứ 1 về số người nói tiếng việt toàn thế giới,"[0, 7]"
đồng tình với bà,[11]
chúc mừng chú trump đắc cử tổng thống lần nữa,"[1, 2, 11, 8]"
ở dơ vãi _,"[23, 25]"
mũi to cx sợ lắm mặt tôi không có nét lúc cx ngại mình cười là mũi to như quả cam tẹt ý thực sự là ngại lắm luôn,"[19, 21]"
tuổi chông chênh nhất với mình là ở tuổi 30 cái gì cũng lưng chừng,"[21, 15]"
chung ái nhân khóc thuê à cái đếch gì cũng có 2 mặt nhé tìm hiểu kỹ rồi hẵng khóc,"[25, 26]"
hay qua hoc theo cho vui,"[0, 2, 12]"
nhất định sẽ làm được,[5]
mất đi cả thế giới trong bất lực mẹ tôi,[22]
thất vọng và áp lực tích tụ hằng ngày với tao,[21]
